time_s,pitch_deg,height_mm,fax_fem_N,flat_fem_N,fax_tib_N,flat_tib_N,fax_cpl_N,fbear_A_N,fbear_C_N,fbear_E_N,fbear_F_N,fbear_W_N,grf_L_N
29.4490,-0.782,0.0,-5.73,3.09,0.09,6.33,7.74,6.49,84.01,81.93,81.93,2.84,5.49
29.4655,-0.770,0.0,-5.16,2.98,-0.09,5.79,6.98,5.93,84.01,81.93,81.93,2.70,5.35
29.4820,-0.780,0.0,-5.92,3.12,0.14,6.51,7.99,6.67,83.98,81.91,81.91,2.88,5.53
29.4985,-0.798,0.0,-6.49,3.23,0.31,7.05,8.74,7.22,83.94,81.88,81.88,3.02,5.66
29.5150,-0.805,0.0,-4.99,2.94,-0.13,5.62,6.83,5.77,83.96,81.89,81.89,2.74,5.39
29.5315,-0.806,0.0,-6.15,3.17,0.21,6.73,8.25,6.89,83.99,81.92,81.92,2.90,5.54
29.5480,-0.800,0.0,-5.26,3.00,-0.05,5.88,7.13,6.03,83.97,81.89,81.89,2.74,5.39
29.5645,-0.801,0.0,-6.21,3.18,0.23,6.78,8.35,6.95,83.97,81.90,81.90,2.93,5.57
29.5810,-0.796,0.0,-5.78,3.10,0.10,6.38,7.83,6.54,83.92,81.84,81.84,2.87,5.52
29.5975,-0.807,0.0,-6.27,3.19,0.24,6.84,8.43,7.01,83.97,81.90,81.90,2.95,5.59
29.6140,-0.807,0.0,-4.89,2.94,-0.17,5.53,6.56,5.67,84.05,81.96,81.96,2.59,5.23
29.6305,-0.816,0.0,-5.70,3.08,0.08,6.29,7.74,6.45,83.96,81.89,81.89,2.87,5.52
29.6470,-0.816,0.0,-6.58,3.24,0.34,7.14,8.85,7.31,83.95,81.90,81.90,3.04,5.67
29.6635,-0.807,0.0,-5.75,3.08,0.10,6.33,7.88,6.50,83.91,81.86,81.86,2.96,5.61
29.6800,-0.801,0.0,-5.19,2.99,-0.07,5.81,7.08,5.96,83.93,81.86,81.86,2.77,5.42
29.6965,-0.807,0.0,-5.41,3.03,-0.01,6.02,7.29,6.17,84.01,81.92,81.92,2.74,5.39
29.7130,-0.798,0.0,-6.22,3.18,0.24,6.80,8.41,6.97,83.93,81.87,81.87,2.98,5.62
29.7295,-0.789,0.0,-5.01,2.95,-0.14,5.64,6.75,5.79,84.01,81.92,81.92,2.65,5.29
29.7460,-0.777,0.0,-4.52,2.85,-0.27,5.16,6.26,5.32,83.93,81.87,81.87,2.69,5.33
29.7625,-0.792,0.0,-5.91,3.12,0.14,6.51,7.93,6.66,83.97,81.89,81.89,2.83,5.48
29.7790,-0.781,0.0,-6.31,3.19,0.26,6.88,8.55,7.05,83.91,81.85,81.85,3.02,5.65
29.7955,-0.779,0.0,-6.01,3.14,0.17,6.59,8.15,6.76,83.94,81.88,81.88,2.95,5.59
29.8120,-0.784,0.0,-7.23,3.37,0.53,7.76,9.72,7.96,83.95,81.92,81.92,3.21,5.82
29.8285,-0.753,0.0,-5.11,2.96,-0.09,5.73,7.04,5.88,83.93,81.87,81.87,2.82,5.47
29.8450,-0.750,0.0,-4.95,2.94,-0.15,5.59,6.72,5.74,83.99,81.91,81.91,2.67,5.32
29.8615,-0.749,0.0,-5.53,3.04,0.03,6.13,7.50,6.29,83.90,81.83,81.83,2.82,5.47
29.8780,-0.741,0.0,-4.91,2.93,-0.16,5.55,6.70,5.69,83.94,81.86,81.86,2.69,5.34
29.8945,-0.735,0.0,-4.94,2.94,-0.15,5.58,6.72,5.73,83.99,81.91,81.91,2.68,5.33
29.9110,-0.724,0.0,-6.02,3.14,0.18,6.61,8.15,6.77,83.93,81.86,81.86,2.93,5.58
29.9275,-0.719,0.0,-5.31,3.01,-0.05,5.93,7.14,6.08,84.01,81.92,81.92,2.70,5.35
29.9440,-0.708,0.0,-5.77,3.09,0.10,6.36,7.85,6.53,83.92,81.85,81.85,2.91,5.55
29.9605,-0.702,0.0,-4.51,2.86,-0.28,5.16,6.13,5.31,83.98,81.90,81.90,2.58,5.22
29.9770,-0.702,0.0,-5.35,3.01,-0.02,5.96,7.29,6.11,83.91,81.84,81.84,2.80,5.45
29.9935,-0.694,0.0,-5.95,3.12,0.16,6.52,8.11,6.69,83.88,81.83,81.83,2.98,5.62
30.0100,-0.687,0.0,-6.83,3.29,0.42,7.37,9.24,7.56,83.90,81.87,81.87,3.16,5.78
30.0265,-0.680,0.0,-5.46,3.03,0.01,6.07,7.40,6.22,83.96,81.89,81.89,2.80,5.45
30.0430,-0.661,0.0,-4.97,2.93,-0.13,5.60,6.84,5.75,83.89,81.82,81.82,2.77,5.41
30.0595,-0.662,0.0,-5.20,2.98,-0.07,5.82,7.10,5.97,83.94,81.87,81.87,2.77,5.42
30.0760,-0.651,0.0,-4.84,2.91,-0.18,5.47,6.63,5.62,83.97,81.90,81.90,2.71,5.36
30.0925,-0.651,0.0,-5.55,3.05,0.04,6.16,7.55,6.31,83.95,81.88,81.88,2.84,5.49
30.1090,-0.653,0.0,-5.29,3.00,-0.05,5.91,7.14,6.06,83.97,81.88,81.88,2.73,5.38
30.1255,-0.642,0.0,-5.59,3.06,0.04,6.20,7.53,6.35,83.99,81.90,81.90,2.78,5.43
30.1420,-0.623,0.0,-5.66,3.08,0.07,6.26,7.68,6.42,83.94,81.87,81.87,2.85,5.50
30.1585,-0.607,0.0,-4.85,2.92,-0.17,5.48,6.63,5.63,83.97,81.90,81.90,2.70,5.35
30.1750,-0.594,0.0,-5.98,3.13,0.17,6.56,8.15,6.73,83.92,81.87,81.87,2.98,5.62
30.1915,-0.591,0.0,-6.36,3.20,0.28,6.93,8.58,7.10,83.93,81.87,81.87,3.00,5.63
30.2080,-0.578,0.0,-5.40,3.02,-0.01,6.00,7.37,6.16,83.93,81.87,81.87,2.83,5.48
30.2245,-0.575,0.0,-5.88,3.12,0.13,6.48,7.90,6.64,83.95,81.87,81.87,2.84,5.48
30.2410,-0.564,0.0,-4.58,2.87,-0.26,5.23,6.20,5.38,84.01,81.93,81.93,2.57,5.22
30.2575,-0.556,0.0,-4.77,2.90,-0.20,5.40,6.52,5.55,83.94,81.87,81.87,2.68,5.33
30.2740,-0.540,0.0,-5.75,3.08,0.10,6.34,7.83,6.50,83.94,81.88,81.88,2.91,5.56
30.2905,-0.525,0.0,-4.78,2.90,-0.20,5.42,6.51,5.56,83.95,81.88,81.88,2.66,5.30
30.3070,-0.522,0.0,-4.92,2.93,-0.16,5.56,6.68,5.70,83.95,81.87,81.87,2.67,5.32
30.3235,-0.512,0.0,-4.52,2.86,-0.28,5.17,6.16,5.31,83.99,81.91,81.91,2.60,5.24
30.3400,-0.508,0.0,-5.69,3.08,0.07,6.29,7.66,6.45,83.97,81.89,81.89,2.80,5.45
30.3565,-0.499,0.0,-5.56,3.05,0.04,6.17,7.54,6.32,83.96,81.89,81.89,2.82,5.47
30.3730,-0.490,0.0,-5.02,2.95,-0.12,5.65,6.85,5.80,83.96,81.88,81.88,2.72,5.37
30.3895,-0.479,0.0,-5.06,2.95,-0.11,5.68,6.94,5.83,83.91,81.85,81.85,2.78,5.42
30.4060,-0.477,0.0,-5.60,3.06,0.05,6.20,7.60,6.36,83.94,81.87,81.87,2.84,5.49
30.4225,-0.464,0.0,-4.50,2.85,-0.28,5.15,6.18,5.30,83.95,81.88,81.88,2.63,5.27
30.4390,-0.449,0.0,-5.52,3.04,0.03,6.12,7.54,6.28,83.93,81.87,81.87,2.87,5.51
30.4555,-0.439,0.0,-5.09,2.96,-0.10,5.71,6.94,5.86,83.99,81.91,81.91,2.74,5.39
30.4720,-0.427,0.0,-5.78,3.09,0.10,6.38,7.79,6.53,83.91,81.84,81.84,2.84,5.49
30.4885,-0.416,0.0,-5.45,3.03,0.01,6.06,7.41,6.21,83.96,81.89,81.89,2.81,5.46
30.5050,-0.405,0.0,-6.20,3.17,0.23,6.78,8.36,6.95,83.96,81.89,81.89,2.95,5.59
30.5215,-0.406,0.0,-5.20,2.98,-0.07,5.82,7.06,5.97,83.99,81.92,81.92,2.75,5.40
30.5380,-0.403,0.0,-5.88,3.11,0.13,6.47,7.97,6.63,83.95,81.89,81.89,2.91,5.55
30.5545,-0.377,0.0,-4.53,2.85,-0.26,5.17,6.29,5.32,83.93,81.87,81.87,2.71,5.35
30.5710,-0.369,0.0,-5.51,3.04,0.02,6.12,7.46,6.27,83.95,81.88,81.88,2.79,5.44
30.5875,-0.342,0.0,-5.33,3.00,-0.02,5.94,7.31,6.10,83.94,81.88,81.88,2.84,5.49
30.6040,-0.332,0.0,-6.11,3.16,0.20,6.69,8.23,6.86,83.92,81.86,81.86,2.92,5.56
30.6205,-0.316,0.0,-5.59,3.06,0.05,6.20,7.60,6.35,83.93,81.86,81.86,2.85,5.50
30.6370,-0.311,0.0,-5.77,3.09,0.10,6.36,7.83,6.52,83.94,81.87,81.87,2.89,5.54
30.6535,-0.301,0.0,-5.36,3.02,-0.02,5.98,7.24,6.13,84.00,81.92,81.92,2.74,5.39
30.6700,-0.288,0.0,-4.95,2.93,-0.14,5.57,6.79,5.72,83.92,81.85,81.85,2.75,5.40
30.6865,-0.292,0.0,-4.48,2.85,-0.29,5.14,6.09,5.28,84.02,81.94,81.94,2.57,5.21
30.7030,-0.289,0.0,-5.42,3.03,-0.00,6.03,7.35,6.19,83.95,81.87,81.87,2.78,5.43
30.7195,-0.266,0.0,-5.89,3.11,0.13,6.48,7.92,6.64,83.91,81.84,81.84,2.85,5.50
30.7360,-0.267,0.0,-5.57,3.05,0.04,6.18,7.53,6.33,83.96,81.88,81.88,2.80,5.45
30.7525,-0.253,0.0,-5.15,2.97,-0.08,5.77,7.01,5.92,83.95,81.87,81.87,2.75,5.40
30.7690,-0.237,0.0,-6.15,3.16,0.22,6.72,8.32,6.89,83.93,81.87,81.87,2.97,5.61
30.7855,-0.234,0.0,-6.10,3.15,0.20,6.68,8.21,6.84,83.91,81.85,81.85,2.91,5.55
30.8020,-0.233,0.0,-5.87,3.11,0.13,6.47,7.87,6.62,83.99,81.91,81.91,2.82,5.46
30.8185,-0.214,0.0,-5.88,3.11,0.14,6.47,7.96,6.63,83.94,81.88,81.88,2.90,5.54
30.8350,-0.209,0.0,-5.72,3.08,0.09,6.32,7.72,6.48,83.96,81.88,81.88,2.83,5.47
30.8515,-0.200,0.0,-5.10,2.96,-0.09,5.72,6.99,5.87,83.93,81.87,81.87,2.78,5.43
30.8680,-0.194,0.0,-5.03,2.95,-0.12,5.65,6.89,5.80,83.93,81.86,81.86,2.76,5.41
30.8845,-0.185,0.0,-5.26,2.99,-0.05,5.87,7.15,6.03,83.94,81.87,81.87,2.77,5.42
30.9010,-0.178,0.0,-5.55,3.05,0.04,6.15,7.54,6.31,83.95,81.89,81.89,2.84,5.48
30.9175,-0.169,0.0,-5.59,3.05,0.05,6.19,7.59,6.35,83.93,81.86,81.86,2.84,5.49
30.9340,-0.158,0.0,-4.60,2.87,-0.25,5.25,6.27,5.39,83.98,81.91,81.91,2.62,5.26
30.9505,-0.155,0.0,-4.15,2.79,-0.38,4.82,5.70,4.97,84.01,81.95,81.95,2.54,5.18
30.9670,-0.154,0.0,-6.06,3.14,0.19,6.64,8.17,6.81,83.93,81.86,81.86,2.91,5.56
30.9835,-0.130,0.0,-5.49,3.03,0.02,6.09,7.46,6.25,83.92,81.86,81.86,2.83,5.48
31.0000,-0.096,0.0,-4.33,2.82,-0.33,4.99,5.95,5.14,83.96,81.90,81.90,2.60,5.24
31.0165,-0.097,0.0,-5.60,3.06,0.05,6.20,7.58,6.35,83.97,81.89,81.89,2.83,5.48
31.0330,-0.081,0.0,-5.43,3.03,-0.00,6.04,7.35,6.19,83.96,81.88,81.88,2.78,5.43
31.0495,-0.085,0.0,-4.80,2.91,-0.19,5.43,6.52,5.58,83.94,81.87,81.87,2.65,5.30
31.0660,-0.094,0.0,-5.23,2.99,-0.06,5.85,7.13,6.00,83.93,81.86,81.86,2.77,5.42
31.0825,-0.092,0.0,-5.97,3.13,0.16,6.56,8.03,6.72,83.97,81.90,81.90,2.87,5.52
31.0990,-0.088,0.0,-5.98,3.13,0.16,6.57,8.05,6.73,83.97,81.90,81.90,2.88,5.53
31.1155,-0.083,0.0,-5.70,3.07,0.09,6.29,7.78,6.46,83.94,81.88,81.88,2.91,5.56
31.1320,-0.070,0.0,-5.21,2.98,-0.06,5.82,7.13,5.97,83.92,81.86,81.86,2.80,5.45
31.1485,-0.056,0.0,-4.61,2.88,-0.25,5.26,6.26,5.41,84.02,81.94,81.94,2.59,5.24
31.1650,-0.042,0.0,-5.76,3.09,0.10,6.35,7.81,6.51,83.98,81.91,81.91,2.89,5.53
31.1815,-0.033,0.0,-4.67,2.88,-0.22,5.32,6.38,5.47,83.98,81.90,81.90,2.64,5.29
31.1980,-0.028,0.0,-5.00,2.94,-0.12,5.62,6.87,5.77,83.91,81.85,81.85,2.78,5.43
31.2145,-0.030,0.0,-0.01,2.65,-2.29,1.14,2.02,2.60,84.21,81.70,81.70,2.82,5.47
31.2310,-0.032,0.0,-0.95,2.75,-1.94,1.97,2.96,2.89,84.21,81.69,81.69,2.78,5.42
31.2475,-0.022,0.0,-0.67,2.75,-1.96,1.84,2.52,2.71,84.23,81.79,81.79,2.68,5.34
31.2640,-0.014,0.0,-2.13,3.00,-1.49,3.18,4.21,3.58,84.22,81.73,81.73,2.81,5.44
31.2805,-0.012,0.0,-2.43,2.89,-1.36,3.32,4.48,3.77,84.23,81.76,81.76,2.78,5.42
31.2970,0.010,0.0,-2.37,2.84,-1.34,3.24,4.45,3.69,84.14,81.72,81.72,2.84,5.48
31.3135,0.007,0.0,-3.87,3.31,-0.88,4.83,6.11,4.95,84.22,81.76,81.76,2.90,5.51
31.3300,0.020,0.0,-2.36,2.78,-1.29,3.22,4.31,3.65,84.15,81.79,81.79,2.73,5.39
31.3465,0.010,0.0,-3.56,3.26,-0.93,4.55,5.63,4.64,84.23,81.81,81.81,2.76,5.40
31.3630,0.025,0.0,-4.73,3.22,-0.56,5.49,7.08,5.71,84.12,81.71,81.71,2.99,5.59
31.3795,0.027,0.0,-4.17,3.35,-0.72,5.11,6.38,5.14,84.17,81.77,81.77,2.89,5.50
31.3960,0.034,0.0,-3.68,3.00,-0.85,4.48,5.75,4.74,84.16,81.78,81.78,2.77,5.41
31.4125,0.033,0.0,-8.07,3.45,1.13,8.56,9.94,8.40,83.88,82.15,82.15,2.72,5.35
31.4290,0.040,0.0,-7.67,3.41,0.93,8.20,9.52,8.03,83.96,82.13,82.13,2.68,5.31
31.4455,0.050,0.0,-7.96,3.42,0.97,8.45,10.13,8.35,83.86,82.03,82.03,2.93,5.57
31.4620,0.056,0.0,-6.55,3.05,0.50,7.06,8.32,7.16,83.93,82.00,82.00,2.63,5.28
31.4785,0.046,0.0,-6.25,3.15,0.38,6.84,8.07,6.74,83.97,82.01,82.01,2.69,5.34
31.4950,0.050,0.0,-5.89,2.99,0.24,6.44,7.64,6.56,83.92,81.94,81.94,2.64,5.29
31.5115,0.046,0.0,-6.88,3.26,0.52,7.42,9.04,7.36,83.87,81.90,81.90,2.95,5.60
31.5280,0.072,0.0,-6.06,3.05,0.26,6.61,8.03,6.75,83.86,81.87,81.87,2.82,5.47
31.5445,0.079,0.0,-5.95,3.10,0.21,6.54,7.85,6.50,83.90,81.88,81.88,2.75,5.41
31.5610,0.072,0.0,-6.27,3.16,0.30,6.84,8.32,6.80,83.87,81.85,81.85,2.87,5.52
31.5775,0.081,0.0,-5.56,3.03,0.08,6.16,7.47,6.14,83.89,81.86,81.86,2.78,5.43
31.5940,0.077,0.0,-6.71,3.22,0.41,7.25,8.97,7.39,83.86,81.84,81.84,3.02,5.66
31.6105,0.085,0.0,-6.36,3.16,0.31,6.91,8.56,7.06,83.87,81.85,81.85,2.99,5.63
31.6270,0.085,0.0,-5.47,3.01,0.02,6.08,7.29,6.22,83.95,81.88,81.88,2.69,5.34
31.6435,0.090,0.0,-5.47,3.02,0.03,6.08,7.37,6.07,83.89,81.83,81.83,2.77,5.42
31.6600,0.096,0.0,-5.74,3.07,0.11,6.33,7.77,6.32,83.90,81.85,81.85,2.87,5.51
31.6765,0.096,0.0,-5.64,3.05,0.07,6.23,7.58,6.38,83.92,81.86,81.86,2.80,5.45
31.6930,0.102,0.0,-5.97,3.12,0.17,6.56,8.01,6.70,83.89,81.83,81.83,2.86,5.50
31.7095,0.110,0.0,-5.41,3.00,0.01,6.01,7.39,6.17,83.83,81.78,81.78,2.85,5.49
31.7260,0.117,0.0,-4.70,2.88,-0.21,5.34,6.44,5.37,83.88,81.83,81.83,2.67,5.32
31.7425,0.120,0.0,-5.02,2.94,-0.12,5.65,6.83,5.81,83.93,81.87,81.87,2.71,5.36
31.7590,0.112,0.0,-6.03,3.13,0.18,6.61,8.13,6.60,83.89,81.83,81.83,2.91,5.56
31.7755,0.118,0.0,-5.73,3.07,0.10,6.32,7.82,6.47,83.85,81.80,81.80,2.93,5.58
31.7920,0.127,0.0,-4.58,2.86,-0.25,5.23,6.23,5.40,83.94,81.87,81.87,2.60,5.25
31.8085,0.140,0.0,-4.96,2.93,-0.14,5.58,6.77,5.60,83.91,81.84,81.84,2.73,5.38
31.8250,0.151,0.0,-5.50,3.04,0.02,6.11,7.47,6.11,83.92,81.85,81.85,2.82,5.47
31.8415,0.152,0.0,-6.15,3.15,0.22,6.72,8.32,6.71,83.88,81.82,81.82,2.97,5.61
31.8580,0.161,0.0,-4.89,2.91,-0.15,5.52,6.76,5.68,83.86,81.81,81.81,2.79,5.43
31.8745,0.150,0.0,-4.60,2.87,-0.25,5.25,6.24,5.42,83.97,81.90,81.90,2.58,5.23
31.8910,0.147,0.0,-6.46,3.22,0.31,7.03,8.70,7.00,83.89,81.83,81.83,3.01,5.64
31.9075,0.151,0.0,-4.92,2.93,-0.15,5.56,6.70,5.58,83.94,81.86,81.86,2.69,5.34
31.9240,0.159,0.0,-5.34,3.01,-0.03,5.96,7.24,6.12,83.96,81.88,81.88,2.76,5.41
31.9405,0.160,0.0,-6.50,3.22,0.32,7.06,8.79,7.21,83.87,81.83,81.83,3.06,5.70
31.9570,0.165,0.0,-5.81,3.10,0.11,6.41,7.83,6.40,83.95,81.88,81.88,2.85,5.50
31.9735,0.168,0.0,-5.65,3.06,0.07,6.25,7.67,6.25,83.93,81.86,81.86,2.86,5.51
31.9900,0.167,0.0,-10.12,3.23,2.10,10.28,11.94,10.16,83.64,82.36,82.36,2.86,5.50
32.0065,0.170,0.0,-9.56,3.18,1.86,9.76,11.35,9.66,83.63,82.25,82.25,2.82,5.47
32.0230,0.163,0.0,-9.15,3.15,1.68,9.38,10.95,9.31,83.64,82.19,82.19,2.83,5.48
32.0395,0.173,0.0,-8.22,3.02,1.36,8.50,9.88,8.66,83.65,82.13,82.13,2.76,5.39
32.0560,0.178,0.0,-9.33,3.24,1.64,9.57,11.41,9.60,83.67,82.16,82.16,3.02,5.68
32.0725,0.190,0.0,-7.60,2.95,1.10,7.92,9.20,7.94,83.69,82.07,82.07,2.70,5.34
32.0890,0.181,0.0,-8.32,3.11,1.29,8.62,10.25,8.66,83.64,82.04,82.04,2.93,5.57
32.1055,0.183,0.0,-7.53,2.97,1.04,7.86,9.34,7.92,83.68,82.04,82.04,2.88,5.51
32.1220,0.181,0.0,-7.82,3.06,1.10,8.16,9.71,8.24,83.68,82.02,82.02,2.90,5.55
32.1385,0.192,0.0,-6.96,2.90,0.82,7.34,8.61,7.44,83.73,82.01,82.01,2.74,5.38
32.1550,0.178,0.0,-7.02,2.93,0.82,7.40,8.69,7.52,83.76,82.03,82.03,2.74,5.38
32.1715,0.170,0.0,-6.79,2.96,0.74,7.21,8.46,7.40,83.72,81.98,81.98,2.75,5.39
32.1880,0.160,0.0,-7.21,2.98,0.86,7.58,9.10,7.76,83.75,82.02,82.02,2.91,5.55
32.2045,0.156,0.0,-7.03,3.07,0.79,7.46,8.87,7.66,83.79,82.04,82.04,2.87,5.51
32.2210,0.175,0.0,-6.96,2.95,0.77,7.34,8.86,7.53,83.71,81.97,81.97,2.93,5.56
32.2375,0.171,0.0,-7.05,2.97,0.78,7.43,8.92,7.64,83.78,82.02,82.02,2.89,5.53
32.2540,0.169,0.0,-6.53,2.87,0.62,6.94,8.26,7.13,83.80,82.02,82.02,2.80,5.44
32.2705,0.162,0.0,-7.48,3.15,0.91,7.89,9.56,8.06,83.75,82.01,82.01,3.04,5.68
32.2870,0.178,0.0,-6.66,2.91,0.65,7.07,8.44,7.27,83.81,82.02,82.02,2.83,5.46
32.3035,0.176,0.0,-6.25,2.83,0.52,6.68,7.87,6.86,83.84,82.04,82.04,2.72,5.35
32.3200,0.182,0.0,-6.98,3.09,0.75,7.43,8.89,7.51,83.79,82.02,82.02,2.92,5.56
32.3365,0.178,0.0,-6.73,2.92,0.68,7.13,8.61,7.33,83.79,82.02,82.02,2.92,5.55
32.3530,0.173,0.0,-5.73,2.73,0.37,6.17,7.24,6.33,83.81,82.01,82.01,2.68,5.29
32.3695,0.167,0.0,-6.66,2.90,0.66,7.06,8.46,7.23,83.84,82.06,82.06,2.86,5.49
32.3860,0.160,0.0,-6.01,2.78,0.46,6.44,7.58,6.58,83.84,82.05,82.05,2.72,5.34
32.4025,0.156,0.0,-6.57,2.88,0.64,6.97,8.35,7.12,83.85,82.07,82.07,2.85,5.48
32.4190,0.161,0.0,-6.00,2.93,0.46,6.50,7.51,6.40,83.87,82.06,82.06,2.67,5.29
32.4355,0.163,0.0,-7.19,3.12,0.83,7.62,9.25,7.50,83.83,82.09,82.09,3.06,5.70
32.4520,0.167,0.0,-2.73,2.82,-1.17,3.54,4.87,3.92,84.06,81.71,81.71,3.00,5.60
32.4685,0.160,0.0,-2.48,2.76,-1.16,3.33,4.36,3.65,84.10,81.83,81.83,2.82,5.46
32.4850,0.155,0.0,-3.24,2.84,-0.87,4.02,5.20,4.21,84.04,81.81,81.81,2.89,5.52
32.5015,0.154,0.0,-3.40,2.76,-0.78,4.11,5.26,4.38,84.12,81.92,81.92,2.81,5.46
32.5180,0.153,0.0,-3.07,2.66,-0.84,3.78,4.81,4.06,84.08,81.93,81.93,2.75,5.40
32.5345,0.141,0.0,-3.99,2.83,-0.54,4.67,5.84,4.88,84.15,81.98,81.98,2.78,5.44
32.5510,0.136,0.0,-4.25,2.92,-0.44,4.95,6.09,4.98,84.14,81.99,81.99,2.76,5.42
32.5675,0.123,0.0,-4.97,3.03,-0.20,5.63,6.99,5.61,84.12,81.98,81.98,2.89,5.54
32.5840,0.122,0.0,-4.89,2.96,-0.21,5.52,6.90,5.68,84.12,82.00,82.00,2.89,5.54
32.6005,0.124,0.0,-4.08,2.83,-0.44,4.76,5.79,4.81,84.10,82.00,82.00,2.68,5.33
32.6170,0.115,0.0,-5.34,3.03,-0.06,5.96,7.35,6.09,84.17,82.05,82.05,2.86,5.51
32.6335,0.130,0.0,-5.15,3.02,-0.11,5.80,7.03,5.75,84.16,82.04,82.04,2.75,5.40
32.6500,0.131,0.0,-4.34,2.84,-0.35,5.00,5.98,5.16,84.15,82.05,82.05,2.59,5.24
32.6665,0.123,0.0,-5.18,3.00,-0.08,5.80,7.11,5.76,84.10,82.01,82.01,2.81,5.46
32.6830,0.125,0.0,-4.24,2.81,-0.36,4.90,5.90,5.07,84.12,82.04,82.04,2.63,5.28
32.6995,0.126,0.0,-6.33,3.20,0.27,6.90,8.55,6.99,84.07,81.99,81.99,3.00,5.64
32.7160,0.134,0.0,-5.32,3.01,-0.04,5.94,7.19,6.06,84.12,82.03,82.03,2.74,5.39
32.7325,0.136,0.0,-6.18,3.18,0.23,6.76,8.39,6.65,84.05,81.99,81.99,3.01,5.64
32.7490,0.135,0.0,-5.96,3.13,0.16,6.54,8.06,6.65,84.06,81.99,81.99,2.91,5.56
32.7655,0.127,0.0,-5.49,3.04,0.02,6.10,7.46,6.03,84.07,81.99,81.99,2.82,5.47
32.7820,0.129,0.0,-5.79,3.10,0.11,6.39,7.80,6.30,84.10,82.02,82.02,2.84,5.49
32.7985,0.125,0.0,-6.33,3.19,0.28,6.90,8.55,6.99,84.06,82.00,82.00,3.00,5.64
32.8150,0.120,0.0,-5.79,3.10,0.11,6.39,7.78,6.30,84.10,82.02,82.02,2.82,5.47
32.8315,0.138,0.0,-5.49,3.04,0.02,6.09,7.43,6.03,84.12,82.05,82.05,2.80,5.45
32.8480,0.142,0.0,-5.38,3.02,-0.01,6.00,7.28,6.11,84.09,82.02,82.02,2.77,5.42
32.8645,0.143,0.0,-5.40,3.03,-0.00,6.02,7.26,6.14,84.10,82.01,82.01,2.73,5.38
32.8810,0.154,0.0,-4.50,2.86,-0.27,5.16,6.09,5.16,84.11,82.02,82.02,2.55,5.20
32.8975,0.151,0.0,-6.41,3.21,0.30,6.97,8.63,7.06,84.03,81.98,81.98,3.01,5.64
32.9140,0.156,0.0,-5.07,2.95,-0.10,5.69,6.91,5.82,84.05,81.98,81.98,2.75,5.39
32.9305,0.358,0.0,-7.20,3.39,0.51,7.77,9.27,7.59,84.21,82.09,82.09,2.77,5.42
32.9470,0.991,0.0,-6.13,3.17,0.20,6.73,7.98,6.80,84.14,82.03,82.03,2.66,5.33
32.9635,1.895,0.0,-7.25,3.38,0.54,7.81,9.46,7.59,84.03,81.96,81.96,2.92,5.57
32.9800,2.952,0.0,-5.76,3.08,0.11,6.36,7.64,6.21,84.01,81.93,81.93,2.74,5.39
32.9965,4.109,0.0,-4.83,2.90,-0.16,5.47,6.45,5.57,84.03,81.96,81.96,2.59,5.24
33.0130,5.305,0.0,-5.77,3.07,0.13,6.36,7.64,6.16,83.96,81.90,81.90,2.74,5.38
33.0295,6.545,0.0,-6.02,3.12,0.20,6.62,7.84,6.61,83.95,81.87,81.87,2.67,5.31
33.0460,7.765,0.0,-5.46,3.00,0.05,6.07,7.22,5.83,83.95,81.90,81.90,2.68,5.31
33.0625,8.994,0.0,-5.58,3.01,0.09,6.18,7.38,6.17,83.94,81.89,81.89,2.72,5.34
33.0790,10.209,0.0,-5.08,2.90,-0.04,5.68,6.84,5.42,83.87,81.86,81.86,2.74,5.37
33.0955,11.398,0.0,-4.50,2.79,-0.20,5.12,6.16,5.17,83.93,81.94,81.94,2.72,5.36
33.1120,12.561,0.0,-4.10,2.70,-0.31,4.73,5.71,4.55,83.95,81.98,81.98,2.72,5.36
33.1285,13.525,0.0,-1.12,2.06,-1.12,1.82,2.77,2.31,83.61,81.93,81.93,3.11,5.72
33.1450,14.024,0.0,-1.41,2.13,-1.04,2.11,3.00,2.48,83.73,82.01,82.01,3.03,5.66
33.1615,14.205,0.0,-2.90,2.43,-0.62,3.54,4.60,3.54,83.88,82.03,82.03,2.95,5.59
33.1780,14.215,0.0,-3.68,2.59,-0.39,4.30,5.42,4.16,83.96,82.06,82.06,2.90,5.55
33.1945,14.097,0.0,-3.46,2.55,-0.46,4.08,5.19,3.98,83.98,82.09,82.09,2.92,5.58
33.2110,13.900,0.0,-3.36,2.54,-0.49,4.00,5.01,4.15,84.07,82.16,82.16,2.85,5.51
33.2275,13.639,0.0,-4.23,2.72,-0.24,4.85,5.95,4.63,84.14,82.19,82.19,2.82,5.47
33.2440,13.361,0.0,-4.42,2.75,-0.18,5.02,6.19,5.06,84.12,82.17,82.17,2.85,5.49
33.2605,13.071,0.0,-3.55,2.58,-0.44,4.18,5.23,4.32,84.10,82.19,82.19,2.86,5.51
33.2770,12.738,0.0,-4.33,2.75,-0.22,4.95,6.02,4.72,84.23,82.26,82.26,2.78,5.42
33.2935,12.422,0.0,-3.26,2.54,-0.54,3.93,4.77,3.88,84.26,82.33,82.33,2.73,5.38
33.3100,12.105,0.0,-4.25,2.72,-0.24,4.87,6.00,4.68,84.16,82.20,82.20,2.83,5.47
