eval_id,Q_pitch,R,fitness,rms_pitch_wobble_deg,max_pitch_deviation_deg,pitch_settle_time_s,pitch_oscillations_count,max_wheel_pos_drift_m,control_effort_integral,peak_torque_nm,max_bearing_load_n,pass_fail
182,16.963488154144137,1.514036516468619,0.31598349667399406,0.10361935489479403,0.2677413486690825,0.05000000000000004,111,0.0026406054918683736,0.7807272605844464,0.23325818471591184,90.43192882761524,True
183,16.963488144144137,1.5140365264686189,0.2795093440304389,0.1032228189340973,0.2946309330544612,0.05000000000000004,92,0.002414109872424252,0.6660847782913827,0.252161999094695,90.42566142753662,True
184,10.0,2.0,0.2736077432655791,0.09588872874627023,0.2894698285767434,0.05000000000000004,84,0.0021811822428491143,0.6748857064100301,0.24094588715993653,90.4332170010026,True
185,10.00000001,2.0,0.295136362136744,0.10511769824696877,0.3256581728163246,0.05000000000000004,92,0.002743007965077631,0.7226837708925458,0.2586973852180448,90.4441627909362,True
186,10.0,1.99999999,0.28157315835123153,0.10207421626884473,0.32337109925426777,0.05000000000000004,87,0.0023293230367696935,0.705172890353694,0.2048438464791622,90.41440574092024,True
187,15.240178694515365,1.6343017407367757,0.30515283887433614,0.10411037625433914,0.28933124604461535,0.05000000000000004,86,0.0026134877732449696,0.7806199123963316,0.24831012718868656,90.4652175776288,True
188,15.240178704515365,1.6343017407367757,0.321527109839846,0.1092115094067917,0.3097577023015188,0.05000000000000004,116,0.002462605021124719,0.7595237845747971,0.294690389292051,90.4181295911984,True
189,15.240178694515365,1.6343017507367756,0.2988748276181899,0.10026202217774105,0.2713588859816223,0.05000000000000004,94,0.002426681470030714,0.744629017534194,0.251274280695388,90.42297092536272,True
190,16.506771694101037,1.5459095537244767,0.3005302242465817,0.09575984444586116,0.2569547022181766,0.05000000000000004,88,0.0022010498441044305,0.7579715301477208,0.2829319396248618,90.42825878952416,True
191,16.506771704101038,1.5459095537244767,0.3025729208446791,0.09603751841527726,0.3253425528535214,0.05000000000000004,105,0.002417987041734432,0.7477852656847971,0.2422799964902207,90.4298731840792,True
192,16.506771694101037,1.5459095637244766,0.3288576867179227,0.11094467938542818,0.35784020693275287,0.05000000000000004,97,0.0024076866986920513,0.8262293300973984,0.28940945099663407,90.43417168976094,True
193,16.811389777704974,1.5246510605683836,0.3211903537317941,0.10967689011521171,0.2978994350298805,0.05000000000000004,88,0.0025463899398801906,0.8271006271510061,0.26035162909981885,90.45228487511747,True
194,16.811389787704975,1.5246510605683836,0.2962950452130236,0.10450427582743853,0.35489824573414097,0.05000000000000004,87,0.002459468753696175,0.7292045957631302,0.2820029219052639,90.42973027912414,True
195,16.811389777704974,1.5246510705683836,0.2948211164553485,0.1033719242467511,0.2905373490786187,0.05000000000000004,76,0.0024869497073905975,0.7777740840357668,0.20531435806228204,90.44745703793625,True
196,16.89533075511934,1.518793041002483,0.282277104755807,0.10127860477429829,0.30287880281488744,0.05000000000000004,87,0.002364394993267748,0.6950356126861292,0.24033880675901798,90.42562531872663,True
197,16.89533076511934,1.518793041002483,0.31444657171364493,0.10128761974927569,0.2762310290972816,0.05000000000000004,103,0.0023878921933408784,0.7897526289600467,0.24515788135254835,90.42443886548831,True
198,16.89533075511934,1.518793051002483,0.328216975361717,0.11036367370217022,0.3087634108263133,0.05000000000000004,88,0.002508206971653869,0.8168061254089768,0.3536833313427393,90.4532390887842,True
199,16.947945137187997,1.5151212219565302,0.3103238606384089,0.10345836099529382,0.2760825501575077,0.05000000000000004,90,0.0022083019023208814,0.7585120000208404,0.3387085585461709,90.44222731474842,True
200,16.947945147187998,1.5151212219565302,0.33636438323165835,0.10708040834626069,0.3349632760977368,0.05000000000000004,88,0.002041381637460412,0.8647758881743117,0.32929971522084095,90.4493567204457,True
201,16.947945137187997,1.5151212319565301,0.29967899134031234,0.1061614900992747,0.3640924235081904,0.05000000000000004,89,0.002323712998002532,0.7290367059174879,0.2999047622162997,90.45238009729937,True
202,16.959850863602533,1.5142903526906373,0.29412389812183215,0.1018693459033329,0.3661474368945583,0.05000000000000004,89,0.0023478686397404433,0.7319634073714609,0.2541573418968565,90.4468991849383,True
