run_id,scenario,label,gen,timestamp,Q_PITCH,Q_PITCH_RATE,Q_VEL,R,KP_V,KI_V,KP_YAW,KI_YAW,LEG_K_S,LEG_B_S,LEG_K_ROLL,LEG_D_ROLL,rms_pitch_deg,max_pitch_deg,wheel_travel_m,wheel_liftoff_s,vel_track_rms_ms,hip_track_rms_rad,settle_time_s,survived_s,fitness_balance,fitness_disturbance,fitness_drive_slow,fitness_drive_med,fitness_obstacle,fitness,status,fail_reason
98,s06_yaw_pi_turn,g000012_c0,12,,,,,,,,0.17777948078325984,16.674346372307937,,,,,4.0373,8.4201,2.0623,0.0,0.3334,0.009977,0.134,8.0,,,,,,0.53753,PASS,
99,s06_yaw_pi_turn,g000012_c1,12,,,,,,,,4.778161072338416,15.636911628847637,,,,,4.0288,8.409,2.0605,0.0,0.3327,0.009976,0.098,8.0,,,,,,0.48148,PASS,
100,s06_yaw_pi_turn,g000012_c2,12,,,,,,,,2.271515444787058,4.282834232624954,,,,,4.0349,8.421,2.062,0.0,0.3333,0.009976,0.086,8.0,,,,,,0.48119,PASS,
101,s06_yaw_pi_turn,g000012_c3,12,,,,,,,,0.003806886588479638,5.49471544595673,,,,,4.0366,8.4194,2.062,0.0,0.3331,0.009977,0.134,8.0,,,,,,0.86956,PASS,
102,s06_yaw_pi_turn,g000012_c4,12,,,,,,,,0.7233926710791801,0.4994261632910998,,,,,4.0401,8.4429,2.0627,0.0,0.3331,0.009978,0.14,8.0,,,,,,0.48531,PASS,
103,s06_yaw_pi_turn,g000012_c5,12,,,,,,,,2.817364386051191,0.11869472617289213,,,,,4.0365,8.4449,2.0608,0.0,0.3332,0.009976,0.114,8.0,,,,,,0.48195,PASS,
104,s06_yaw_pi_turn,g000012_c6,12,,,,,,,,44.3927789861677,0.22670040750556755,,,,,8.5317,19.1924,47.7815,0.0,7.0744,0.013362,8.0,8.0,,,,,,1.55997,PASS,
105,s06_yaw_pi_turn,g000012_c7,12,,,,,,,,0.562390656092663,100.0,,,,,9.3701,23.4165,41.84,0.0,6.9129,0.013025,0.118,8.0,,,,,,8.57261,PASS,
106,s06_yaw_pi_turn,g000013_c0,13,,,,,,,,100.0,64.10652723042382,,,,,8.3677,17.2771,47.7865,0.0,7.0406,0.013391,8.0,8.0,,,,,,1.53787,PASS,
107,s06_yaw_pi_turn,g000013_c1,13,,,,,,,,0.33536719033230605,100.0,,,,,9.5454,23.6319,42.1073,0.0,6.9534,0.01305,0.096,8.0,,,,,,9.65754,PASS,
108,s06_yaw_pi_turn,g000013_c2,13,,,,,,,,0.09364105673425417,3.498374209777512,,,,,4.035,8.431,2.061,0.0,0.3335,0.009976,0.104,8.0,,,,,,0.582,PASS,
109,s06_yaw_pi_turn,g000013_c3,13,,,,,,,,100.0,2.3059292807934844,,,,,8.4211,20.2814,47.8794,0.0,7.0625,0.013392,8.0,8.0,,,,,,1.53151,PASS,
110,s06_yaw_pi_turn,g000013_c4,13,,,,,,,,2.1912538392529015,1.0359885856485038,,,,,4.0362,8.4578,2.0631,0.0,0.3336,0.009974,0.0,8.0,,,,,,0.48132,PASS,
111,s06_yaw_pi_turn,g000013_c5,13,,,,,,,,0.10378936382174764,8.094268477992083,,,,,4.0351,8.4181,2.0606,0.0,0.3333,0.009977,0.12,8.0,,,,,,0.57331,PASS,
112,s06_yaw_pi_turn,g000013_c6,13,,,,,,,,12.199484644743112,2.5033941851048853,,,,,8.4231,18.8481,47.359,0.0,7.0347,0.013322,8.0,8.0,,,,,,1.50111,PASS,
113,s06_yaw_pi_turn,g000013_c7,13,,,,,,,,0.4506137977076562,8.428248254213472,,,,,4.0367,8.4246,2.0615,0.0,0.3333,0.009977,0.116,8.0,,,,,,0.49247,PASS,
114,s06_yaw_pi_turn,g000014_c0,14,,,,,,,,16.21328855479669,0.5926570960097348,,,,,8.5923,18.6241,47.708,0.0,7.0367,0.013372,8.0,8.0,,,,,,1.60113,PASS,
115,s06_yaw_pi_turn,g000014_c1,14,,,,,,,,3.2439087199225396,1.2072261814879852,,,,,4.0355,8.4183,2.06,0.0,0.3328,0.009976,0.118,8.0,,,,,,0.48125,PASS,
116,s06_yaw_pi_turn,g000014_c2,14,,,,,,,,34.90994474542405,2.51444735604067,,,,,8.2878,17.6583,47.7618,0.0,7.0358,0.013353,8.0,8.0,,,,,,1.50258,PASS,
117,s06_yaw_pi_turn,g000014_c3,14,,,,,,,,26.25191541033831,0.18742775957108723,,,,,8.6751,19.8903,47.6325,0.0,7.0265,0.013361,8.0,8.0,,,,,,1.55991,PASS,
118,s06_yaw_pi_turn,g000014_c4,14,,,,,,,,1.21911679075748,0.7015371766665978,,,,,4.0367,8.4485,2.0613,0.0,0.3333,0.009976,0.09,8.0,,,,,,0.48197,PASS,
119,s06_yaw_pi_turn,g000014_c5,14,,,,,,,,1.0184032930726004,1.1492670008308947,,,,,4.0351,8.4097,2.0614,0.0,0.3335,0.009974,0.0,8.0,,,,,,0.48181,PASS,
120,s06_yaw_pi_turn,g000014_c6,14,,,,,,,,2.0926744252182035,0.20132786658217708,,,,,4.0392,8.4304,2.0614,0.0,0.333,0.009978,0.14,8.0,,,,,,0.48252,PASS,
121,s06_yaw_pi_turn,g000014_c7,14,,,,,,,,5.50490562728479,100.0,,,,,8.736,20.1346,45.67,0.0,6.9949,0.013234,8.0,8.0,,,,,,1.6389,PASS,
122,s06_yaw_pi_turn,g000015_c0,15,,,,,,,,0.7852034654069303,0.5439953033775061,,,,,4.0367,8.4086,2.0611,0.0,0.3332,0.009976,0.118,8.0,,,,,,0.48377,PASS,
123,s06_yaw_pi_turn,g000015_c1,15,,,,,,,,0.0389213673664915,1.0481334130840148,,,,,4.0406,8.4331,2.0636,0.0,0.3332,0.009978,0.142,8.0,,,,,,0.66206,PASS,
